relation_id,:START_ID,:END_ID,:TYPE,source_name,target_name,source_type,target_type,source_file,evidence,tier,confidence,notes
R00888,E0049,E0097,Produces,현대케피코,엔진 부품,Supplier,Product,자동차공급망_편집,현대케피코 / 자동차 엔진/변속기 부품 / Tier 1,1,confirmed,
R00889,E0049,E0096,Produces,현대케피코,변속기,Supplier,Product,자동차공급망_편집,현대케피코 / 자동차 엔진/변속기 부품 / Tier 1,1,confirmed,
R00890,E0097,E0235,Requires_Material,엔진 부품,망간,Product,Material,자동차공급망_편집,현대케피코 / 자동차 엔진/변속기 부품 / Tier 1,1,confirmed,
R00891,E0096,E0235,Requires_Material,변속기,망간,Product,Material,자동차공급망_편집,현대케피코 / 자동차 엔진/변속기 부품 / Tier 1,1,confirmed,
R00892,E0071,E0049,Supplies,현대제철,현대케피코,Supplier,Supplier,자동차공급망_편집,현대제철 -> 현대케피코,2,inferred,관련 공급업체는 해당 Tier1/업체에 공급하는 것으로 해석
R00893,E0050,E0148,Located_In,성우하이텍,한국,Supplier,Country,자동차공급망_편집,성우하이텍 / 차체용 부품 / Tier 1,1,confirmed,
R00894,E0050,E0215,Located_In,성우하이텍,양산,Supplier,Region,자동차공급망_편집,성우하이텍 / 차체용 부품 / Tier 1,1,confirmed,
R00895,E0215,E0148,Located_In,양산,한국,Region,Country,자동차공급망_편집,공장위치 양산,1,confirmed,
R00896,E0050,E0216,Located_In,성우하이텍,부산,Supplier,Region,자동차공급망_편집,성우하이텍 / 차체용 부품 / Tier 1,1,confirmed,
R00897,E0216,E0148,Located_In,부산,한국,Region,Country,자동차공급망_편집,공장위치 부산,1,confirmed,
R00898,E0050,E0213,Located_In,성우하이텍,경주,Supplier,Region,자동차공급망_편집,성우하이텍 / 차체용 부품 / Tier 1,1,confirmed,
R00899,E0050,E0001,Supplies,성우하이텍,Hyundai,Supplier,Company,자동차공급망_편집,성우하이텍 / 차체용 부품 / Tier 1,1,confirmed,Tier1 supplier -> Hyundai(E0001)
R00900,E0050,E0115,Produces,성우하이텍,차체용 부품,Supplier,Product,자동차공급망_편집,성우하이텍 / 차체용 부품 / Tier 1,1,confirmed,
R00901,E0050,E0296,Produces,성우하이텍,차체,Supplier,Product,자동차공급망_편집,성우하이텍 / 차체용 부품 / Tier 1,1,confirmed,
R00902,E0051,E0148,Located_In,덕양산업,한국,Supplier,Country,자동차공급망_편집,"덕양산업  / 운전석 모듈,Door Trim / Tier 1",1,confirmed,
R00903,E0051,E0196,Located_In,덕양산업,울산,Supplier,Region,자동차공급망_편집,"덕양산업  / 운전석 모듈,Door Trim / Tier 1",1,confirmed,
R00904,E0051,E0197,Located_In,덕양산업,진천,Supplier,Region,자동차공급망_편집,"덕양산업  / 운전석 모듈,Door Trim / Tier 1",1,confirmed,
R00905,E0051,E0198,Located_In,덕양산업,창원,Supplier,Region,자동차공급망_편집,"덕양산업  / 운전석 모듈,Door Trim / Tier 1",1,confirmed,
R00906,E0051,E0199,Located_In,덕양산업,대구,Supplier,Region,자동차공급망_편집,"덕양산업  / 운전석 모듈,Door Trim / Tier 1",1,confirmed,
R00907,E0051,E0001,Supplies,덕양산업,Hyundai,Supplier,Company,자동차공급망_편집,"덕양산업  / 운전석 모듈,Door Trim / Tier 1",1,confirmed,Tier1 supplier -> Hyundai(E0001)
R00908,E0051,E0118,Produces,덕양산업,운전석 모듈,Supplier,Product,자동차공급망_편집,"덕양산업  / 운전석 모듈,Door Trim / Tier 1",1,confirmed,
R00909,E0051,E0117,Produces,덕양산업,도어 트림,Supplier,Product,자동차공급망_편집,"덕양산업  / 운전석 모듈,Door Trim / Tier 1",1,confirmed,
R00910,E0052,E0148,Located_In,유라코퍼레이션,한국,Supplier,Country,자동차공급망_편집,유라코퍼레이션 / 와이어링 하니스 / Tier 1,1,confirmed,
R00911,E0052,E0217,Located_In,유라코퍼레이션,청주,Supplier,Region,자동차공급망_편집,유라코퍼레이션 / 와이어링 하니스 / Tier 1,1,confirmed,
R00912,E0217,E0148,Located_In,청주,한국,Region,Country,자동차공급망_편집,공장위치 청주,1,confirmed,
R00913,E0052,E0203,Located_In,유라코퍼레이션,평택,Supplier,Region,자동차공급망_편집,유라코퍼레이션 / 와이어링 하니스 / Tier 1,1,confirmed,
R00914,E0052,E0213,Located_In,유라코퍼레이션,경주,Supplier,Region,자동차공급망_편집,유라코퍼레이션 / 와이어링 하니스 / Tier 1,1,confirmed,
R00915,E0052,E0001,Supplies,유라코퍼레이션,Hyundai,Supplier,Company,자동차공급망_편집,유라코퍼레이션 / 와이어링 하니스 / Tier 1,1,confirmed,Tier1 supplier -> Hyundai(E0001)
R00916,E0052,E0087,Produces,유라코퍼레이션,와이어링 하니스,Supplier,Product,자동차공급망_편집,유라코퍼레이션 / 와이어링 하니스 / Tier 1,1,confirmed,
R00917,E0087,E0234,Requires_Material,와이어링 하니스,구리,Product,Material,자동차공급망_편집,유라코퍼레이션 / 와이어링 하니스 / Tier 1,1,confirmed,
R00918,E0087,E0305,Requires_Material,와이어링 하니스,주석,Product,Material,자동차공급망_편집,유라코퍼레이션 / 와이어링 하니스 / Tier 1,1,confirmed,
R00919,E0076,E0052,Supplies,LS전선,유라코퍼레이션,Supplier,Supplier,자동차공급망_편집,LS전선 -> 유라코퍼레이션,2,inferred,관련 공급업체는 해당 Tier1/업체에 공급하는 것으로 해석
R00920,E0077,E0052,Supplies,알파코리아,유라코퍼레이션,Supplier,Supplier,자동차공급망_편집,알파코리아 -> 유라코퍼레이션,2,inferred,관련 공급업체는 해당 Tier1/업체에 공급하는 것으로 해석
R00921,E0053,E0148,Located_In,경신,한국,Supplier,Country,자동차공급망_편집,경신 / 와이어링 하니스(배선뭉치) / Tier 1,1,confirmed,
R00922,E0053,E0213,Located_In,경신,경주,Supplier,Region,자동차공급망_편집,경신 / 와이어링 하니스(배선뭉치) / Tier 1,1,confirmed,
R00923,E0053,E0202,Located_In,경신,화성,Supplier,Region,자동차공급망_편집,경신 / 와이어링 하니스(배선뭉치) / Tier 1,1,confirmed,
R00924,E0053,E0218,Located_In,경신,군산,Supplier,Region,자동차공급망_편집,경신 / 와이어링 하니스(배선뭉치) / Tier 1,1,confirmed,
R00925,E0218,E0148,Located_In,군산,한국,Region,Country,자동차공급망_편집,공장위치 군산,1,confirmed,
R00926,E0053,E0001,Supplies,경신,Hyundai,Supplier,Company,자동차공급망_편집,경신 / 와이어링 하니스(배선뭉치) / Tier 1,1,confirmed,Tier1 supplier -> Hyundai(E0001)
R00927,E0053,E0087,Produces,경신,와이어링 하니스,Supplier,Product,자동차공급망_편집,경신 / 와이어링 하니스(배선뭉치) / Tier 1,1,confirmed,
R00928,E0087,E0234,Requires_Material,와이어링 하니스,구리,Product,Material,자동차공급망_편집,경신 / 와이어링 하니스(배선뭉치) / Tier 1,1,confirmed,
R00929,E0087,E0305,Requires_Material,와이어링 하니스,주석,Product,Material,자동차공급망_편집,경신 / 와이어링 하니스(배선뭉치) / Tier 1,1,confirmed,
R00930,E0078,E0053,Supplies,대원전선,경신,Supplier,Supplier,자동차공급망_편집,대원전선 -> 경신,2,inferred,관련 공급업체는 해당 Tier1/업체에 공급하는 것으로 해석
R00931,E0077,E0053,Supplies,알파코리아,경신,Supplier,Supplier,자동차공급망_편집,알파코리아 -> 경신,2,inferred,관련 공급업체는 해당 Tier1/업체에 공급하는 것으로 해석
R00932,E0054,E0148,Located_In,평화바레오,한국,Supplier,Country,자동차공급망_편집,평화바레오 / 클러치 / Tier 1,1,confirmed,
R00933,E0054,E0199,Located_In,평화바레오,대구,Supplier,Region,자동차공급망_편집,평화바레오 / 클러치 / Tier 1,1,confirmed,
R00934,E0054,E0219,Located_In,평화바레오,고령,Supplier,Region,자동차공급망_편집,평화바레오 / 클러치 / Tier 1,1,confirmed,
R00935,E0219,E0148,Located_In,고령,한국,Region,Country,자동차공급망_편집,공장위치 고령,1,confirmed,
R00936,E0054,E0001,Supplies,평화바레오,Hyundai,Supplier,Company,자동차공급망_편집,평화바레오 / 클러치 / Tier 1,1,confirmed,Tier1 supplier -> Hyundai(E0001)
R00937,E0054,E0099,Produces,평화바레오,클러치,Supplier,Product,자동차공급망_편집,평화바레오 / 클러치 / Tier 1,1,confirmed,
R00938,E0099,E0235,Requires_Material,클러치,망간,Product,Material,자동차공급망_편집,평화바레오 / 클러치 / Tier 1,1,confirmed,
R00939,E0070,E0054,Supplies,세아베스틸,평화바레오,Supplier,Supplier,자동차공급망_편집,세아베스틸 -> 평화바레오,2,inferred,관련 공급업체는 해당 Tier1/업체에 공급하는 것으로 해석
R00940,E0055,E0148,Located_In,서진산업,한국,Supplier,Country,자동차공급망_편집,서진산업 / 차체용 부품 / Tier 1,1,confirmed,
R00941,E0055,E0213,Located_In,서진산업,경주,Supplier,Region,자동차공급망_편집,서진산업 / 차체용 부품 / Tier 1,1,confirmed,
R00942,E0055,E0202,Located_In,서진산업,화성,Supplier,Region,자동차공급망_편집,서진산업 / 차체용 부품 / Tier 1,1,confirmed,
R00943,E0055,E0220,Located_In,서진산업,시흥,Supplier,Region,자동차공급망_편집,서진산업 / 차체용 부품 / Tier 1,1,confirmed,
R00944,E0220,E0148,Located_In,시흥,한국,Region,Country,자동차공급망_편집,공장위치 시흥,1,confirmed,
R00945,E0055,E0206,Located_In,서진산업,광주,Supplier,Region,자동차공급망_편집,서진산업 / 차체용 부품 / Tier 1,1,confirmed,
R00946,E0055,E0001,Supplies,서진산업,Hyundai,Supplier,Company,자동차공급망_편집,서진산업 / 차체용 부품 / Tier 1,1,confirmed,Tier1 supplier -> Hyundai(E0001)
R00947,E0055,E0115,Produces,서진산업,차체용 부품,Supplier,Product,자동차공급망_편집,서진산업 / 차체용 부품 / Tier 1,1,confirmed,
R00948,E0055,E0296,Produces,서진산업,차체,Supplier,Product,자동차공급망_편집,서진산업 / 차체용 부품 / Tier 1,1,confirmed,
R00949,E0056,E0148,Located_In,화신,한국,Supplier,Country,자동차공급망_편집,화신 / 차체용 부품 / Tier 1,1,confirmed,
R00950,E0056,E0221,Located_In,화신,영천,Supplier,Region,자동차공급망_편집,화신 / 차체용 부품 / Tier 1,1,confirmed,
R00951,E0221,E0148,Located_In,영천,한국,Region,Country,자동차공급망_편집,공장위치 영천,1,confirmed,
R00952,E0056,E0222,Located_In,화신,예산,Supplier,Region,자동차공급망_편집,화신 / 차체용 부품 / Tier 1,1,confirmed,
R00953,E0222,E0148,Located_In,예산,한국,Region,Country,자동차공급망_편집,공장위치 예산,1,confirmed,
R00954,E0056,E0001,Supplies,화신,Hyundai,Supplier,Company,자동차공급망_편집,화신 / 차체용 부품 / Tier 1,1,confirmed,Tier1 supplier -> Hyundai(E0001)
R00955,E0056,E0115,Produces,화신,차체용 부품,Supplier,Product,자동차공급망_편집,화신 / 차체용 부품 / Tier 1,1,confirmed,
R00956,E0056,E0296,Produces,화신,차체,Supplier,Product,자동차공급망_편집,화신 / 차체용 부품 / Tier 1,1,confirmed,
R00957,E0115,E0235,Requires_Material,차체용 부품,망간,Product,Material,자동차공급망_편집,화신 / 차체용 부품 / Tier 1,1,confirmed,
R00958,E0296,E0235,Requires_Material,차체,망간,Product,Material,자동차공급망_편집,화신 / 차체용 부품 / Tier 1,1,confirmed,
R00959,E0070,E0056,Supplies,세아베스틸,화신,Supplier,Supplier,자동차공급망_편집,세아베스틸 -> 화신,2,inferred,관련 공급업체는 해당 Tier1/업체에 공급하는 것으로 해석
R00960,E0057,E0148,Located_In,에스엘,한국,Supplier,Country,자동차공급망_편집,"에스엘 / 램프,전동화 부품, 미러 / Tier 1",1,confirmed,
R00961,E0057,E0204,Located_In,에스엘,천안,Supplier,Region,자동차공급망_편집,"에스엘 / 램프,전동화 부품, 미러 / Tier 1",1,confirmed,
R00962,E0057,E0199,Located_In,에스엘,대구,Supplier,Region,자동차공급망_편집,"에스엘 / 램프,전동화 부품, 미러 / Tier 1",1,confirmed,
R00963,E0057,E0001,Supplies,에스엘,Hyundai,Supplier,Company,자동차공급망_편집,"에스엘 / 램프,전동화 부품, 미러 / Tier 1",1,confirmed,Tier1 supplier -> Hyundai(E0001)
R00964,E0057,E0131,Produces,에스엘,전동화 부품,Supplier,Product,자동차공급망_편집,"에스엘 / 램프,전동화 부품, 미러 / Tier 1",1,confirmed,
R00965,E0057,E0120,Produces,에스엘,미러,Supplier,Product,자동차공급망_편집,"에스엘 / 램프,전동화 부품, 미러 / Tier 1",1,confirmed,
R00966,E0057,E0121,Produces,에스엘,램프,Supplier,Product,자동차공급망_편집,"에스엘 / 램프,전동화 부품, 미러 / Tier 1",1,confirmed,
R00967,E0131,E0305,Requires_Material,전동화 부품,주석,Product,Material,자동차공급망_편집,"에스엘 / 램프,전동화 부품, 미러 / Tier 1",1,confirmed,
R00968,E0131,E0238,Requires_Material,전동화 부품,금,Product,Material,자동차공급망_편집,"에스엘 / 램프,전동화 부품, 미러 / Tier 1",1,confirmed,
R00969,E0120,E0305,Requires_Material,미러,주석,Product,Material,자동차공급망_편집,"에스엘 / 램프,전동화 부품, 미러 / Tier 1",1,confirmed,
R00970,E0120,E0238,Requires_Material,미러,금,Product,Material,자동차공급망_편집,"에스엘 / 램프,전동화 부품, 미러 / Tier 1",1,confirmed,
R00971,E0121,E0305,Requires_Material,램프,주석,Product,Material,자동차공급망_편집,"에스엘 / 램프,전동화 부품, 미러 / Tier 1",1,confirmed,
R00972,E0121,E0238,Requires_Material,램프,금,Product,Material,자동차공급망_편집,"에스엘 / 램프,전동화 부품, 미러 / Tier 1",1,confirmed,
R00973,E0008,E0057,Supplies,LT메탈,에스엘,Supplier,Supplier,자동차공급망_편집,LT메탈 -> 에스엘,2,inferred,관련 공급업체는 해당 Tier1/업체에 공급하는 것으로 해석
R00974,E0079,E0057,Supplies,엠케이전자,에스엘,Supplier,Supplier,자동차공급망_편집,엠케이전자 -> 에스엘,2,inferred,관련 공급업체는 해당 Tier1/업체에 공급하는 것으로 해석
R00975,E0058,E0148,Located_In,피에이치에이,한국,Supplier,Country,자동차공급망_편집,피에이치에이 / 차량용 도어 개폐장치 / Tier 1,1,confirmed,
R00976,E0058,E0199,Located_In,피에이치에이,대구,Supplier,Region,자동차공급망_편집,피에이치에이 / 차량용 도어 개폐장치 / Tier 1,1,confirmed,
R00977,E0058,E0001,Supplies,피에이치에이,Hyundai,Supplier,Company,자동차공급망_편집,피에이치에이 / 차량용 도어 개폐장치 / Tier 1,1,confirmed,Tier1 supplier -> Hyundai(E0001)
R00978,E0058,E0119,Produces,피에이치에이,차량용 도어 개폐장치,Supplier,Product,자동차공급망_편집,피에이치에이 / 차량용 도어 개폐장치 / Tier 1,1,confirmed,
R00979,E0059,E0148,Located_In,지엠비코리아,한국,Supplier,Country,자동차공급망_편집,"지엠비코리아 / 변속기, 엔진, 섀시 / Tier 1",1,confirmed,
R00980,E0059,E0198,Located_In,지엠비코리아,창원,Supplier,Region,자동차공급망_편집,"지엠비코리아 / 변속기, 엔진, 섀시 / Tier 1",1,confirmed,
R00981,E0059,E0205,Located_In,지엠비코리아,서산,Supplier,Region,자동차공급망_편집,"지엠비코리아 / 변속기, 엔진, 섀시 / Tier 1",1,confirmed,
R00982,E0059,E0001,Supplies,지엠비코리아,Hyundai,Supplier,Company,자동차공급망_편집,"지엠비코리아 / 변속기, 엔진, 섀시 / Tier 1",1,confirmed,Tier1 supplier -> Hyundai(E0001)
R00983,E0059,E0096,Produces,지엠비코리아,변속기,Supplier,Product,자동차공급망_편집,"지엠비코리아 / 변속기, 엔진, 섀시 / Tier 1",1,confirmed,
R00984,E0059,E0109,Produces,지엠비코리아,섀시,Supplier,Product,자동차공급망_편집,"지엠비코리아 / 변속기, 엔진, 섀시 / Tier 1",1,confirmed,
R00985,E0096,E0236,Requires_Material,변속기,텅스텐,Product,Material,자동차공급망_편집,"지엠비코리아 / 변속기, 엔진, 섀시 / Tier 1",1,confirmed,
R00986,E0096,E0235,Requires_Material,변속기,망간,Product,Material,자동차공급망_편집,"지엠비코리아 / 변속기, 엔진, 섀시 / Tier 1",1,confirmed,
R00987,E0109,E0236,Requires_Material,섀시,텅스텐,Product,Material,자동차공급망_편집,"지엠비코리아 / 변속기, 엔진, 섀시 / Tier 1",1,confirmed,
R00988,E0109,E0235,Requires_Material,섀시,망간,Product,Material,자동차공급망_편집,"지엠비코리아 / 변속기, 엔진, 섀시 / Tier 1",1,confirmed,
R00989,E0080,E0059,Supplies,한국분말야금,지엠비코리아,Supplier,Supplier,자동차공급망_편집,한국분말야금 -> 지엠비코리아,2,inferred,관련 공급업체는 해당 Tier1/업체에 공급하는 것으로 해석
R00990,E0081,E0059,Supplies,세아특수강,지엠비코리아,Supplier,Supplier,자동차공급망_편집,세아특수강 -> 지엠비코리아,2,inferred,관련 공급업체는 해당 Tier1/업체에 공급하는 것으로 해석
R00991,E0060,E0148,Located_In,비테스코테크놀로지스,한국,Supplier,Country,자동차공급망_편집,비테스코테크놀로지스 / 동력전달장치 / Tier 1,1,confirmed,
R00992,E0060,E0223,Located_In,비테스코테크놀로지스,이천,Supplier,Region,자동차공급망_편집,비테스코테크놀로지스 / 동력전달장치 / Tier 1,1,confirmed,
R00993,E0223,E0148,Located_In,이천,한국,Region,Country,자동차공급망_편집,공장위치 이천,1,confirmed,
R00994,E0060,E0001,Supplies,비테스코테크놀로지스,Hyundai,Supplier,Company,자동차공급망_편집,비테스코테크놀로지스 / 동력전달장치 / Tier 1,1,confirmed,Tier1 supplier -> Hyundai(E0001)
R00995,E0060,E0095,Produces,비테스코테크놀로지스,동력전달장치,Supplier,Product,자동차공급망_편집,비테스코테크놀로지스 / 동력전달장치 / Tier 1,1,confirmed,
R00996,E0095,E0235,Requires_Material,동력전달장치,망간,Product,Material,자동차공급망_편집,비테스코테크놀로지스 / 동력전달장치 / Tier 1,1,confirmed,
R00997,E0068,E0060,Supplies,DB메탈,비테스코테크놀로지스,Supplier,Supplier,자동차공급망_편집,DB메탈 -> 비테스코테크놀로지스,2,inferred,관련 공급업체는 해당 Tier1/업체에 공급하는 것으로 해석
R00998,E0061,E0148,Located_In,발레오전장시스템코리아,한국,Supplier,Country,자동차공급망_편집,"발레오전장시스템코리아 / 시동모터, 교류발전기 / Tier 1",1,confirmed,
R00999,E0061,E0213,Located_In,발레오전장시스템코리아,경주,Supplier,Region,자동차공급망_편집,"발레오전장시스템코리아 / 시동모터, 교류발전기 / Tier 1",1,confirmed,
R01000,E0061,E0001,Supplies,발레오전장시스템코리아,Hyundai,Supplier,Company,자동차공급망_편집,"발레오전장시스템코리아 / 시동모터, 교류발전기 / Tier 1",1,confirmed,Tier1 supplier -> Hyundai(E0001)
R01001,E0061,E0101,Produces,발레오전장시스템코리아,교류발전기,Supplier,Product,자동차공급망_편집,"발레오전장시스템코리아 / 시동모터, 교류발전기 / Tier 1",1,confirmed,
R01002,E0061,E0100,Produces,발레오전장시스템코리아,시동모터,Supplier,Product,자동차공급망_편집,"발레오전장시스템코리아 / 시동모터, 교류발전기 / Tier 1",1,confirmed,
R01003,E0101,E0234,Requires_Material,교류발전기,구리,Product,Material,자동차공급망_편집,"발레오전장시스템코리아 / 시동모터, 교류발전기 / Tier 1",1,confirmed,
R01004,E0101,E0305,Requires_Material,교류발전기,주석,Product,Material,자동차공급망_편집,"발레오전장시스템코리아 / 시동모터, 교류발전기 / Tier 1",1,confirmed,
R01005,E0100,E0234,Requires_Material,시동모터,구리,Product,Material,자동차공급망_편집,"발레오전장시스템코리아 / 시동모터, 교류발전기 / Tier 1",1,confirmed,
R01006,E0100,E0305,Requires_Material,시동모터,주석,Product,Material,자동차공급망_편집,"발레오전장시스템코리아 / 시동모터, 교류발전기 / Tier 1",1,confirmed,
R01007,E0008,E0061,Supplies,LT메탈,발레오전장시스템코리아,Supplier,Supplier,자동차공급망_편집,LT메탈 -> 발레오전장시스템코리아,2,inferred,관련 공급업체는 해당 Tier1/업체에 공급하는 것으로 해석
R01008,E0073,E0061,Supplies,풍산,발레오전장시스템코리아,Supplier,Supplier,자동차공급망_편집,풍산 -> 발레오전장시스템코리아,2,inferred,관련 공급업체는 해당 Tier1/업체에 공급하는 것으로 해석
R01009,E0062,E0148,Located_In,카펙발레오,한국,Supplier,Country,자동차공급망_편집,카펙발레오 / 동력전달장치 / Tier 1,1,confirmed,
R01010,E0062,E0224,Located_In,카펙발레오,칠곡,Supplier,Region,자동차공급망_편집,카펙발레오 / 동력전달장치 / Tier 1,1,confirmed,
R01011,E0224,E0148,Located_In,칠곡,한국,Region,Country,자동차공급망_편집,공장위치 칠곡,1,confirmed,
R01012,E0062,E0225,Located_In,카펙발레오,성주,Supplier,Region,자동차공급망_편집,카펙발레오 / 동력전달장치 / Tier 1,1,confirmed,
R01013,E0225,E0148,Located_In,성주,한국,Region,Country,자동차공급망_편집,공장위치 성주,1,confirmed,
R01014,E0062,E0001,Supplies,카펙발레오,Hyundai,Supplier,Company,자동차공급망_편집,카펙발레오 / 동력전달장치 / Tier 1,1,confirmed,Tier1 supplier -> Hyundai(E0001)
R01015,E0062,E0095,Produces,카펙발레오,동력전달장치,Supplier,Product,자동차공급망_편집,카펙발레오 / 동력전달장치 / Tier 1,1,confirmed,
R01016,E0095,E0235,Requires_Material,동력전달장치,망간,Product,Material,자동차공급망_편집,카펙발레오 / 동력전달장치 / Tier 1,1,confirmed,
R01017,E0070,E0062,Supplies,세아베스틸,카펙발레오,Supplier,Supplier,자동차공급망_편집,세아베스틸 -> 카펙발레오,2,inferred,관련 공급업체는 해당 Tier1/업체에 공급하는 것으로 해석
R01018,E0063,E0148,Located_In,다스,한국,Supplier,Country,자동차공급망_편집,다스 / 자동차용 시트 / Tier 1,1,confirmed,
R01019,E0063,E0213,Located_In,다스,경주,Supplier,Region,자동차공급망_편집,다스 / 자동차용 시트 / Tier 1,1,confirmed,
R01020,E0063,E0001,Supplies,다스,Hyundai,Supplier,Company,자동차공급망_편집,다스 / 자동차용 시트 / Tier 1,1,confirmed,Tier1 supplier -> Hyundai(E0001)
R01021,E0063,E0124,Produces,다스,시트,Supplier,Product,자동차공급망_편집,다스 / 자동차용 시트 / Tier 1,1,confirmed,
R01022,E0064,E0148,Located_In,대원산업,한국,Supplier,Country,자동차공급망_편집,대원산업 / 자동차용 시트 / Tier 1,1,confirmed,
R01023,E0064,E0209,Located_In,대원산업,안산,Supplier,Region,자동차공급망_편집,대원산업 / 자동차용 시트 / Tier 1,1,confirmed,
R01024,E0064,E0220,Located_In,대원산업,시흥,Supplier,Region,자동차공급망_편집,대원산업 / 자동차용 시트 / Tier 1,1,confirmed,
R01025,E0064,E0203,Located_In,대원산업,평택,Supplier,Region,자동차공급망_편집,대원산업 / 자동차용 시트 / Tier 1,1,confirmed,
R01026,E0064,E0205,Located_In,대원산업,서산,Supplier,Region,자동차공급망_편집,대원산업 / 자동차용 시트 / Tier 1,1,confirmed,
R01027,E0064,E0001,Supplies,대원산업,Hyundai,Supplier,Company,자동차공급망_편집,대원산업 / 자동차용 시트 / Tier 1,1,confirmed,Tier1 supplier -> Hyundai(E0001)
R01028,E0064,E0124,Produces,대원산업,시트,Supplier,Product,자동차공급망_편집,대원산업 / 자동차용 시트 / Tier 1,1,confirmed,
R01029,E0065,E0148,Located_In,한온시스템,한국,Supplier,Country,자동차공급망_편집,한온시스템 / 자동차 열관리 시스템 / Tier 1,1,confirmed,
R01030,E0065,E0196,Located_In,한온시스템,울산,Supplier,Region,자동차공급망_편집,한온시스템 / 자동차 열관리 시스템 / Tier 1,1,confirmed,
R01031,E0065,E0001,Supplies,한온시스템,Hyundai,Supplier,Company,자동차공급망_편집,한온시스템 / 자동차 열관리 시스템 / Tier 1,1,confirmed,Tier1 supplier -> Hyundai(E0001)
R01032,E0065,E0123,Produces,한온시스템,자동차 열관리 시스템,Supplier,Product,자동차공급망_편집,한온시스템 / 자동차 열관리 시스템 / Tier 1,1,confirmed,
R01033,E0123,E0234,Requires_Material,자동차 열관리 시스템,구리,Product,Material,자동차공급망_편집,한온시스템 / 자동차 열관리 시스템 / Tier 1,1,confirmed,
R01034,E0073,E0065,Supplies,풍산,한온시스템,Supplier,Supplier,자동차공급망_편집,풍산 -> 한온시스템,2,inferred,관련 공급업체는 해당 Tier1/업체에 공급하는 것으로 해석
R01035,E0066,E0148,Located_In,모베이시스전자,한국,Supplier,Country,자동차공급망_편집,모베이시스전자 / 스마트키 등 전자제어 시스템 / Tier 1,1,confirmed,
R01036,E0066,E0226,Located_In,모베이시스전자,수원,Supplier,Region,자동차공급망_편집,모베이시스전자 / 스마트키 등 전자제어 시스템 / Tier 1,1,confirmed,
R01037,E0226,E0141,Located_In,수원,중국,Region,Country,자동차공급망_편집,공장위치 수원,1,confirmed,
R01038,E0066,E0001,Supplies,모베이시스전자,Hyundai,Supplier,Company,자동차공급망_편집,모베이시스전자 / 스마트키 등 전자제어 시스템 / Tier 1,1,confirmed,Tier1 supplier -> Hyundai(E0001)
R01039,E0066,E0129,Produces,모베이시스전자,전자제어 시스템,Supplier,Product,자동차공급망_편집,모베이시스전자 / 스마트키 등 전자제어 시스템 / Tier 1,1,confirmed,
R01040,E0066,E0128,Produces,모베이시스전자,스마트키,Supplier,Product,자동차공급망_편집,모베이시스전자 / 스마트키 등 전자제어 시스템 / Tier 1,1,confirmed,
R01041,E0129,E0237,Requires_Material,전자제어 시스템,탄탈럼,Product,Material,자동차공급망_편집,모베이시스전자 / 스마트키 등 전자제어 시스템 / Tier 1,1,confirmed,
R01042,E0129,E0234,Requires_Material,전자제어 시스템,구리,Product,Material,자동차공급망_편집,모베이시스전자 / 스마트키 등 전자제어 시스템 / Tier 1,1,confirmed,
R01043,E0129,E0305,Requires_Material,전자제어 시스템,주석,Product,Material,자동차공급망_편집,모베이시스전자 / 스마트키 등 전자제어 시스템 / Tier 1,1,confirmed,
R01044,E0129,E0238,Requires_Material,전자제어 시스템,금,Product,Material,자동차공급망_편집,모베이시스전자 / 스마트키 등 전자제어 시스템 / Tier 1,1,confirmed,
R01045,E0128,E0237,Requires_Material,스마트키,탄탈럼,Product,Material,자동차공급망_편집,모베이시스전자 / 스마트키 등 전자제어 시스템 / Tier 1,1,confirmed,
R01046,E0128,E0234,Requires_Material,스마트키,구리,Product,Material,자동차공급망_편집,모베이시스전자 / 스마트키 등 전자제어 시스템 / Tier 1,1,confirmed,
R01047,E0128,E0305,Requires_Material,스마트키,주석,Product,Material,자동차공급망_편집,모베이시스전자 / 스마트키 등 전자제어 시스템 / Tier 1,1,confirmed,
R01048,E0128,E0238,Requires_Material,스마트키,금,Product,Material,자동차공급망_편집,모베이시스전자 / 스마트키 등 전자제어 시스템 / Tier 1,1,confirmed,
R01049,E0008,E0066,Supplies,LT메탈,모베이시스전자,Supplier,Supplier,자동차공급망_편집,LT메탈 -> 모베이시스전자,2,inferred,관련 공급업체는 해당 Tier1/업체에 공급하는 것으로 해석
R01050,E0077,E0066,Supplies,알파코리아,모베이시스전자,Supplier,Supplier,자동차공급망_편집,알파코리아 -> 모베이시스전자,2,inferred,관련 공급업체는 해당 Tier1/업체에 공급하는 것으로 해석
R01051,E0073,E0066,Supplies,풍산,모베이시스전자,Supplier,Supplier,자동차공급망_편집,풍산 -> 모베이시스전자,2,inferred,관련 공급업체는 해당 Tier1/업체에 공급하는 것으로 해석
R01052,E0067,E0066,Supplies,삼성전기,모베이시스전자,Supplier,Supplier,자동차공급망_편집,삼성전기 -> 모베이시스전자,2,inferred,관련 공급업체는 해당 Tier1/업체에 공급하는 것으로 해석
R01053,E0013,E0066,Supplies,KEMET,모베이시스전자,Supplier,Supplier,자동차공급망_편집,KEMET -> 모베이시스전자,2,inferred,관련 공급업체는 해당 Tier1/업체에 공급하는 것으로 해석
